"# sample","citing DOI","reference count","# reference","DOI","reference","key","author","year","article-title","journal-title","volume","issue","first-page","volume-title","edition","series-title","standards-body","ISSN","issn-type","ISBN","isbn-type","component","unstructured"
"808","10.1002/2016wr019606","50","33","10.1016/j.ecolecon.2006.02.013","4, 10.1002/2016WR019606-BIB0036|wrcr22774-cit-0037, crossref, 797, 10.1016/j.ecolecon.2006.02.013, Exploring the hedonic value of ambient water quality: A local watershed-based study, 60, Poor, 2007, Ecol. Econ.","10.1002/2016WR019606-BIB0036|wrcr22774-cit-0037","Poor","2007","Exploring the hedonic value of ambient water quality: A local watershed-based study","Ecol. Econ.","60","4","797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","10.1017/s0007087415000011","9","3","10.1038/426245a","S0007087415000011_ref51, 10.1038/426245a, publisher","S0007087415000011_ref51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","10.1007/s00705-017-3384-3","35","27","10.1046/j.1439-0434.1999.00449.x","3384_CR27, crossref, 695, 10.1046/j.1439-0434.1999.00449.x, 147, S Paunovic, 1999, Paunovic S, Maksimovic V, Rankovic M, Radovic S (1999) Characterization of a virus associated with pear stony pit in cv. Wurttemberg. J Phytopathol 147:695–700, J Phytopathol","3384_CR27","S Paunovic","1999",NA,"J Phytopathol","147",NA,"695",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paunovic S, Maksimovic V, Rankovic M, Radovic S (1999) Characterization of a virus associated with pear stony pit in cv. Wurttemberg. J Phytopathol 147:695–700"
"811","10.1002/cctc.201600738","54","2",NA,"10.1002/cctc.201600738-BIB0001a|cctc201600738-cit-0002, 2014, Olefin Metathesis-Theory and Practice","10.1002/cctc.201600738-BIB0001a|cctc201600738-cit-0002",NA,"2014",NA,NA,"Olefin Metathesis-Theory and Practice",NA,NA,"Olefin Metathesis-Theory and Practice",NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","10.1039/c6ce01494a","37","25","10.1021/ja002537i","C6CE01494A-(cit25)/*[position()=1], Xu, 123, 2196, 2001, J. Am. Chem. Soc., 10.1021/ja002537i, crossref","C6CE01494A-(cit25)/*[position()=1]","Xu","2001",NA,"J. Am. Chem. Soc.","123",NA,"2196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","10.1111/jpms.12192","65","51",NA,"10.1111/jpms.12192-BIB0048|jpms12192-cit-0048, Simonett, 2001, Banda: Mexican musical life across borders","10.1111/jpms.12192-BIB0048|jpms12192-cit-0048","Simonett","2001",NA,NA,"Banda: Mexican musical life across borders",NA,NA,"Banda: Mexican musical life across borders",NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","10.1007/s11886-017-0875-5","77","53","10.1093/eurheartj/ehs275","875_CR53, crossref, 3023, 10.1093/eurheartj/ehs275, 33, MG Bates, 2012, Bates MG, Bourke JP, Giordano C, d’Amati G, Turnbull DM, Taylor RW. Cardiac involvement in mitochondrial DNA disease: clinical spectrum, diagnosis, and management. Eur Heart J. 2012;33:3023–33., Eur Heart J","875_CR53","MG Bates","2012",NA,"Eur Heart J","33",NA,"3023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates MG, Bourke JP, Giordano C, d’Amati G, Turnbull DM, Taylor RW. Cardiac involvement in mitochondrial DNA disease: clinical spectrum, diagnosis, and management. Eur Heart J. 2012;33:3023–33."
"815","10.3897/bdj.4.e8443","8","8","10.1108/prog-10-2014-0072","8443_B3013161, 10.1108/prog-10-2014-0072, publisher","8443_B3013161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","10.1080/01998595.2016.11772067","2","1",NA,"CIT0001, ASHRAE, 2011, Procedures for Commercial Building Energy Audits, Second Edition","CIT0001","ASHRAE","2011",NA,NA,"Procedures for Commercial Building Energy Audits, Second Edition",NA,NA,"Procedures for Commercial Building Energy Audits, Second Edition",NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","10.1038/nature22361","22","3",NA,"nature22361-b3, Santi I., 4, 2470, 2013, Nat. Commun.","nature22361-b3","Santi I.","2013",NA,"Nat. Commun.","4",NA,"2470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","10.1017/s0373463316000874","24","8","10.1126/science.278.5344.1743","S0373463316000874_ref9, 10.1126/science.278.5344.1743, publisher","S0373463316000874_ref9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","10.4000/rga.3218","7","3","10.3917/ethn.014.0591","ref2, 10.3917/ethn.014.0591, publisher","ref2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","10.1007/s11406-017-9928-7","40","40",NA,"9928_CR40, Wittgenstein, L. 1967. Zettel (Eds: Anscombe, G. E. M. & Von Wright, G. H., trans: Anscombe, G. E. M.). Berkeley: University of California Press.","9928_CR40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wittgenstein, L. 1967. Zettel (Eds: Anscombe, G. E. M. & Von Wright, G. H., trans: Anscombe, G. E. M.). Berkeley: University of California Press."
"821","10.1080/19648189.2017.1398108","27","5","10.1016/0022-5096(79)90032-2","CIT0006, 10.1016/0022-5096(79)90032-2, publisher","CIT0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","10.1007/s11664-016-4707-y","17","5","10.1103/PhysRevB.54.11169","4707_CR5, crossref, 11169, 10.1103/PhysRevB.54.11169, 54, G Kresse, 1996, G. Kresse and J. Furthmuller, Phys. Rev. B 54, 11169 (1996), Phys. Rev. B","4707_CR5","G Kresse","1996",NA,"Phys. Rev. B","54",NA,"11169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Kresse and J. Furthmuller, Phys. Rev. B 54, 11169 (1996)"
"823","10.1371/journal.pone.0120194","32","18",NA,"ref18, TA Burrow, 2014, CNS, lung, and lymph node involvement in Gaucher disease type 3 after 11years of therapy: Clinical, histopathologic, and biochemical findings, Mol Genet Metab","ref18","TA Burrow","2014","CNS, lung, and lymph node involvement in Gaucher disease type 3 after 11years of therapy: Clinical, histopathologic, and biochemical findings","Mol Genet Metab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","10.1080/22423982.2017.1391651","36","36","10.1093/eurheartj/ehq471","CIT0037, Sanchez P, 32, 927, 2010, Eur Heart J, 10.1093/eurheartj/ehq471, crossref","CIT0037","Sanchez P","2010",NA,"Eur Heart J","32",NA,"927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","10.3389/fphys.2015.00291","97","84","10.1242/jcs.03318","B84, publisher, 299, 10.1242/jcs.03318, A new activating role for CO in cardiac mitochondrial biogenesis, 120, Suliman, 2007b, J. Cell Sci.","B84","Suliman","2007b","A new activating role for CO in cardiac mitochondrial biogenesis","J. Cell Sci.","120",NA,"299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","10.1080/10447318.2016.1265783","63","12","10.1109/ISMAR.2012.6402556","CIT0012, 10.1109/ISMAR.2012.6402556, publisher","CIT0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","10.1111/obr.12518","88","65",NA,"10.1111/obr.12518-BIB0065|obr12518-cit-0066, 82, Body image in women undergone bariatric surgery: sociocultural interactions. [Portuguese], 9, Castro, 2013, Motricidade","10.1111/obr.12518-BIB0065|obr12518-cit-0066","Castro","2013","Body image in women undergone bariatric surgery: sociocultural interactions. [Portuguese]","Motricidade","9",NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","10.1038/ncomms13635","51","14","10.1021/ja206891q","ncomms13635-b14, Xu G. C., 133, 14948, 2011, J. Am. Chem. Soc., 10.1021/ja206891q, crossref","ncomms13635-b14","Xu G. C.","2011",NA,"J. Am. Chem. Soc.","133",NA,"14948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","10.1007/s00253-016-7497-5","61","48","10.2174/092986709787458353","6, 7497_CR48, crossref, 685, 10.2174/092986709787458353, 16, B Sottero, 2009, Sottero B, Gamba P, Gargiulo S, Leonarduzzi G, Poli G (2009) Cholesterol oxidation products and disease: an emerging topic of interest in medicinal chemistry. Curr Med Chem 16(6):685–705, Curr Med Chem","7497_CR48","B Sottero","2009",NA,"Curr Med Chem","16","6","685",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sottero B, Gamba P, Gargiulo S, Leonarduzzi G, Poli G (2009) Cholesterol oxidation products and disease: an emerging topic of interest in medicinal chemistry. Curr Med Chem 16(6):685–705"
"830","10.1007/s00339-016-9594-9","38","29","10.1107/S0021889878012844","9594_CR29, crossref, 102, 10.1107/S0021889878012844, 11, JI Langford, 1978, J.I. Langford, A.J.C. Wilson, Scherrer after sixty years: a survey and some new results in the determination of crystallite size. J. Appl. Crystallogr. 11, 102–113 (1978), J. Appl. Crystallogr.","9594_CR29","JI Langford","1978",NA,"J. Appl. Crystallogr.","11",NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.I. Langford, A.J.C. Wilson, Scherrer after sixty years: a survey and some new results in the determination of crystallite size. J. Appl. Crystallogr. 11, 102–113 (1978)"
"831","10.12737/14791","20","5",NA,"ref, <U+0424><U+0430><U+0442><U+044B><U+0445><U+043E><U+0432> <U+0418>. <U+0428>., <U+0422><U+043E><U+043B><U+043A><U+0430><U+043D><U+043E><U+0432><U+0430> <U+041B>. <U+0410>., <U+041A><U+043E><U+043B><U+0435><U+0441><U+043D><U+0438><U+043A><U+043E><U+0432><U+0430> <U+0412>. <U+0413>. <U+0422><U+0435><U+0445><U+043D><U+043E><U+043B><U+043E><U+0433><U+0438><U+044F> <U+0432><U+043E><U+0437><U+0434><U+0435><U+043B><U+044B><U+0432><U+0430><U+043D><U+0438><U+044F> <U+043E><U+0432><U+0441><U+0430> <U+0441><U+043E><U+0440><U+0442><U+0430> <U+0423><U+043B><U+043E><U+0432> <U+0432> <U+0423><U+0434><U+043C><U+0443><U+0440><U+0442><U+0441><U+043A><U+043E><U+0439> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0435> // <U+0421><U+043E><U+0432><U+0440><U+0435><U+043C><U+0435><U+043D><U+043D><U+043E><U+043C><U+0443> <U+0437><U+0435><U+043C><U+043B><U+0435><U+0434><U+0435><U+043B><U+0438><U+044E> – <U+0430><U+0434><U+0430><U+043F><U+0442><U+0438><U+0432><U+043D><U+044B><U+0435> <U+0442><U+0435><U+0445><U+043D><U+043E><U+043B><U+043E><U+0433><U+0438><U+0438>: <U+0442><U+0440><U+0443><U+0434><U+044B> <U+043D><U+0430><U+0443><U+0447><U+043D><U+043E>-<U+043F><U+0440><U+0430><U+043A><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+043E><U+0439> <U+043A><U+043E><U+043D><U+0444><U+0435><U+0440><U+0435><U+043D><U+0446><U+0438><U+0438> / <U+0418><U+0436><U+0435><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0413><U+0421><U+0425><U+0410>. – <U+0418><U+0436><U+0435><U+0432><U+0441><U+043A>, 2001. – <U+0421>. 227-228., Fatykhov I. Sh., Tolkanova L. A., Kolesnikova V. G. Tekhnologiya vozdelyvaniya ovsa sorta Ulov v Udmurtskoy Respublike. Sovremennomu zemledeliyu – adaptivnye tekhnologii: trudy nauchno-prakticheskoy konferentsii / Izhevskaya GSKhA. – Izhevsk, 2001. – S. 227-228.","ref",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<U+0424><U+0430><U+0442><U+044B><U+0445><U+043E><U+0432> <U+0418>. <U+0428>., <U+0422><U+043E><U+043B><U+043A><U+0430><U+043D><U+043E><U+0432><U+0430> <U+041B>. <U+0410>., <U+041A><U+043E><U+043B><U+0435><U+0441><U+043D><U+0438><U+043A><U+043E><U+0432><U+0430> <U+0412>. <U+0413>. <U+0422><U+0435><U+0445><U+043D><U+043E><U+043B><U+043E><U+0433><U+0438><U+044F> <U+0432><U+043E><U+0437><U+0434><U+0435><U+043B><U+044B><U+0432><U+0430><U+043D><U+0438><U+044F> <U+043E><U+0432><U+0441><U+0430> <U+0441><U+043E><U+0440><U+0442><U+0430> <U+0423><U+043B><U+043E><U+0432> <U+0432> <U+0423><U+0434><U+043C><U+0443><U+0440><U+0442><U+0441><U+043A><U+043E><U+0439> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0435> // <U+0421><U+043E><U+0432><U+0440><U+0435><U+043C><U+0435><U+043D><U+043D><U+043E><U+043C><U+0443> <U+0437><U+0435><U+043C><U+043B><U+0435><U+0434><U+0435><U+043B><U+0438><U+044E> – <U+0430><U+0434><U+0430><U+043F><U+0442><U+0438><U+0432><U+043D><U+044B><U+0435> <U+0442><U+0435><U+0445><U+043D><U+043E><U+043B><U+043E><U+0433><U+0438><U+0438>: <U+0442><U+0440><U+0443><U+0434><U+044B> <U+043D><U+0430><U+0443><U+0447><U+043D><U+043E>-<U+043F><U+0440><U+0430><U+043A><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+043E><U+0439> <U+043A><U+043E><U+043D><U+0444><U+0435><U+0440><U+0435><U+043D><U+0446><U+0438><U+0438> / <U+0418><U+0436><U+0435><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0413><U+0421><U+0425><U+0410>. – <U+0418><U+0436><U+0435><U+0432><U+0441><U+043A>, 2001. – <U+0421>. 227-228., Fatykhov I. Sh., Tolkanova L. A., Kolesnikova V. G. Tekhnologiya vozdelyvaniya ovsa sorta Ulov v Udmurtskoy Respublike. Sovremennomu zemledeliyu – adaptivnye tekhnologii: trudy nauchno-prakticheskoy konferentsii / Izhevskaya GSKhA. – Izhevsk, 2001. – S. 227-228."
"832","10.1155/2015/647930","48","19","10.1093/bja/aen054","19, 10.1093/bja/aen054, publisher","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","10.1002/pon.4425","32","28","10.1080/00049530903510765","3, 10.1002/pon.4425-BIB0028|pon4425-cit-0029, crossref, 169, 10.1080/00049530903510765, Balance between volunteer work and family roles: testing a theoretical model of work-family conflict in the volunteer emergency services, 62, Cowlishaw, 2010, Aust J Psychol","10.1002/pon.4425-BIB0028|pon4425-cit-0029","Cowlishaw","2010","Balance between volunteer work and family roles: testing a theoretical model of work-family conflict in the volunteer emergency services","Aust J Psychol","62","3","169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","10.1242/dev.138396","1","1","10.1242/dmm.023903","2018070213281105000_143.8.e1.2.1, 10.1242/dmm.023903, publisher","2018070213281105000_143.8.e1.2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","10.1111/weng.12255","60","47",NA,"10.1111/weng.12255-BIB0047|weng12255-cit-0047, Schneider, 101, 2005, The pragmatics of Irish English","10.1111/weng.12255-BIB0047|weng12255-cit-0047","Schneider","2005",NA,NA,"The pragmatics of Irish English",NA,"101","The pragmatics of Irish English",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","10.1080/07421656.2015.1091642","11","6","10.1111/jan.12175","cit0006, 10.1111/jan.12175, publisher","cit0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","10.1108/jaoc-06-2013-0056","56","47","10.2307/41165743","b69, 10.2307/41165743, publisher","b69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","10.1007/s10973-017-6455-5","17","9","10.1007/s10973-012-2846-9","1, 6455_CR9, crossref, 273, 10.1007/s10973-012-2846-9, 113, LG Nöt, 2013, Nöt LG, Naumov I, Vámhidy L, Lorinczy D, Wiegand N. Comparison of thermal characteristics of degenerated and inflamed human collagen structures with differential scanning calorimetry. J Therm Anal Calorim. 2013;113(1):273–9., J Therm Anal Calorim","6455_CR9","LG Nöt","2013",NA,"J Therm Anal Calorim","113","1","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nöt LG, Naumov I, Vámhidy L, Lorinczy D, Wiegand N. Comparison of thermal characteristics of degenerated and inflamed human collagen structures with differential scanning calorimetry. J Therm Anal Calorim. 2013;113(1):273–9."
"839","10.1007/s13580-017-0073-9","31","9",NA,"73_CR9, 553, 42, JM Choi, 2001, 
                                    Choi JM, Shim CY, Chung HJ (2001) Effect of liming fertilization on changes of nutrient concentrations in rice-hull based media, crop growth and nutrient uptake of chrysanthemum. J Kor Soc Hortic Sci 42:553–556, J Kor Soc Hortic Sci","73_CR9","JM Choi","2001",NA,"J Kor Soc Hortic Sci","42",NA,"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
                                    Choi JM, Shim CY, Chung HJ (2001) Effect of liming fertilization on changes of nutrient concentrations in rice-hull based media, crop growth and nutrient uptake of chrysanthemum. J Kor Soc Hortic Sci 42:553–556"
"840","10.1093/annonc/mdw131","38","7","10.1158/1078-0432.CCR-14-2034","2016052509173290000_27.6.1123.7, 10.1158/1078-0432.CCR-14-2034, publisher","2016052509173290000_27.6.1123.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","10.4000/sociologico.1406","9","3","10.1080/0141620030250402","ref2, 10.1080/0141620030250402, publisher","ref2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","10.3389/fnmol.2016.00006","13","9","10.1016/j.biopsych.2012.10.023","B9, publisher, 658, 10.1016/j.biopsych.2012.10.023, Early stress evokes age-dependent biphasic changes in hippocampal neurogenesis, BDNF expression, and cognition, 73, Suri, 2013, Biol. Psychiatry","B9","Suri","2013","Early stress evokes age-dependent biphasic changes in hippocampal neurogenesis, BDNF expression, and cognition","Biol. Psychiatry","73",NA,"658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","10.1007/s11886-016-0768-z","108","89",NA,"768_CR89, Cutter DJ, Schaapveld M, Darby SC, et al. Risk of valvular heart disease after treatment for Hodgkin lymphoma. J Natl Cancer Inst. 2015;107.","768_CR89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cutter DJ, Schaapveld M, Darby SC, et al. Risk of valvular heart disease after treatment for Hodgkin lymphoma. J Natl Cancer Inst. 2015;107."
"844","10.1002/jlcr.3467","31","26","10.1016/0969-8051(93)90160-V","10.1002/jlcr.3467-BIB0026|jlcr3467-cit-0027, crossref, 735, 10.1016/0969-8051(93)90160-V, Titration of the in vivo uptake of 16 a-[18F] fluoroestradiol by target tissues in the rat: competition by tamoxifen, and implications for quantitating estrogen receptors in vivo and the use of animal models in receptor-binding radiopharmaceutical development, 20, Katzenellenbogen, 1993, Nucl Med Biol","10.1002/jlcr.3467-BIB0026|jlcr3467-cit-0027","Katzenellenbogen","1993","Titration of the in vivo uptake of 16 a-[18F] fluoroestradiol by target tissues in the rat: competition by tamoxifen, and implications for quantitating estrogen receptors in vivo and the use of animal models in receptor-binding radiopharmaceutical development","Nucl Med Biol","20",NA,"735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","10.1108/dlo-04-2016-0033","1","1","10.1108/EJTD-04-2015-0031","ref001, 10.1108/EJTD-04-2015-0031, publisher","ref001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","10.3233/jcs-150526","10","1","10.1006/inco.2002.3086","1, 10.3233/JCS-150526_ref1, crossref, 37, 10.1006/inco.2002.3086, Secure implementation of channel abstractions, 174, Abadi, 2002, Information and Computation","10.3233/JCS-150526_ref1","Abadi","2002","Secure implementation of channel abstractions","Information and Computation","174","1","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","10.1007/s11032-015-0249-x","69","55","10.1007/s13562-013-0199-5","249_CR55, crossref, 175, 10.1007/s13562-013-0199-5, 23, A Singh, 2014, Singh A, Rana MK, Singh S, Kumar S, Kumar R, Singh R (2014) CAAT box-derived polymorphism (CBDP): a novel promoter-targeted molecular marker for plants. J Plant Biochem Biotechnol 23:175–183. doi: 10.1007/s13562-013-0199-5, J Plant Biochem Biotechnol","249_CR55","A Singh","2014",NA,"J Plant Biochem Biotechnol","23",NA,"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singh A, Rana MK, Singh S, Kumar S, Kumar R, Singh R (2014) CAAT box-derived polymorphism (CBDP): a novel promoter-targeted molecular marker for plants. J Plant Biochem Biotechnol 23:175–183. doi: 10.1007/s13562-013-0199-5"
"848","10.1155/2015/375491","19","3","10.1080/00031305.1988.10475524","10, 10.1080/00031305.1988.10475524, publisher","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","10.1002/hec.3632","42","21",NA,"10.1002/hec.3632-BIB0032|hec3632-cit-0033, Kuhn , R. Rahman , O. Menken , J. 2006 Survey measures of health: How well do self-reported and observed indicators measure health and predict mortality? 314 342","10.1002/hec.3632-BIB0032|hec3632-cit-0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhn , R. Rahman , O. Menken , J. 2006 Survey measures of health: How well do self-reported and observed indicators measure health and predict mortality? 314 342"
